transaction_id,account_id,customer_id,direction,transaction_type,channel,amount,currency,transaction_timestamp,value_date,status,narration,balance_after,counterparty_name,counterparty_account,counterparty_bank,counterparty_bank_code,counterparty_country,origin_country,destination_country,is_cross_border,merchant_category_code,branch_code,device_id,ip_address
TXN_0000319,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,138.43,USD,2026-08-02T11:00:00,2026-08-02,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-8937,10.20.218.159
TXN_0000014,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,93.69,USD,2026-08-02T13:20:00,2026-08-02,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1535,10.20.103.172
TXN_0000077,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,43.60,USD,2026-08-02T13:20:00,2026-08-02,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2196,10.20.157.230
TXN_0000140,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,25.26,USD,2026-08-02T13:20:00,2026-08-02,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4926,10.20.114.178
TXN_0000203,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,168.95,USD,2026-08-02T13:20:00,2026-08-02,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2637,10.20.58.47
TXN_0000320,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,181.39,USD,2026-08-03T11:00:00,2026-08-03,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-5155,10.20.182.79
TXN_0000015,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,47.60,USD,2026-08-03T13:20:00,2026-08-03,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2419,10.20.108.180
TXN_0000078,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,96.43,USD,2026-08-03T13:20:00,2026-08-03,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6244,10.20.50.250
TXN_0000141,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,197.18,USD,2026-08-03T13:20:00,2026-08-03,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5285,10.20.145.5
TXN_0000204,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,53.15,USD,2026-08-03T13:20:00,2026-08-03,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9565,10.20.243.190
TXN_0000321,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,159.84,USD,2026-08-04T11:00:00,2026-08-04,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-2231,10.20.122.228
TXN_0000016,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,73.91,USD,2026-08-04T13:20:00,2026-08-04,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3866,10.20.42.152
TXN_0000079,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,202.62,USD,2026-08-04T13:20:00,2026-08-04,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8416,10.20.239.33
TXN_0000142,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,38.95,USD,2026-08-04T13:20:00,2026-08-04,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8896,10.20.16.12
TXN_0000205,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,61.04,USD,2026-08-04T13:20:00,2026-08-04,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4384,10.20.180.68
TXN_0000322,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,192.60,USD,2026-08-05T11:00:00,2026-08-05,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-4669,10.20.150.92
TXN_0000017,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,107.62,USD,2026-08-05T13:20:00,2026-08-05,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2199,10.20.198.25
TXN_0000080,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,171.84,USD,2026-08-05T13:20:00,2026-08-05,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7871,10.20.37.33
TXN_0000143,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,196.55,USD,2026-08-05T13:20:00,2026-08-05,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7270,10.20.133.211
TXN_0000206,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,228.25,USD,2026-08-05T13:20:00,2026-08-05,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7343,10.20.180.163
TXN_0000323,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,152.54,USD,2026-08-06T11:00:00,2026-08-06,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-4915,10.20.149.52
TXN_0000018,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,93.12,USD,2026-08-06T13:20:00,2026-08-06,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9320,10.20.55.254
TXN_0000081,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,44.05,USD,2026-08-06T13:20:00,2026-08-06,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7854,10.20.163.139
TXN_0000144,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,145.89,USD,2026-08-06T13:20:00,2026-08-06,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9394,10.20.205.206
TXN_0000207,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,37.91,USD,2026-08-06T13:20:00,2026-08-06,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2401,10.20.238.153
TXN_0000324,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,145.86,USD,2026-08-07T11:00:00,2026-08-07,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-9126,10.20.6.129
TXN_0000019,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,122.97,USD,2026-08-07T13:20:00,2026-08-07,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3572,10.20.218.124
TXN_0000082,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,106.57,USD,2026-08-07T13:20:00,2026-08-07,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1022,10.20.68.174
TXN_0000145,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,223.45,USD,2026-08-07T13:20:00,2026-08-07,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6333,10.20.86.51
TXN_0000208,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,53.74,USD,2026-08-07T13:20:00,2026-08-07,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7418,10.20.49.156
TXN_0000325,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,142.39,USD,2026-08-08T11:00:00,2026-08-08,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-7967,10.20.131.179
TXN_0000020,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,121.76,USD,2026-08-08T13:20:00,2026-08-08,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6442,10.20.100.121
TXN_0000083,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,64.01,USD,2026-08-08T13:20:00,2026-08-08,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3111,10.20.73.201
TXN_0000146,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,192.75,USD,2026-08-08T13:20:00,2026-08-08,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6482,10.20.154.81
TXN_0000209,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,47.92,USD,2026-08-08T13:20:00,2026-08-08,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3608,10.20.2.207
TXN_0000326,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,145.49,USD,2026-08-09T11:00:00,2026-08-09,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-4306,10.20.62.141
TXN_0000021,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,40.88,USD,2026-08-09T13:20:00,2026-08-09,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8993,10.20.157.236
TXN_0000084,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,50.57,USD,2026-08-09T13:20:00,2026-08-09,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2095,10.20.249.214
TXN_0000147,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,130.19,USD,2026-08-09T13:20:00,2026-08-09,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9267,10.20.169.26
TXN_0000210,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,140.22,USD,2026-08-09T13:20:00,2026-08-09,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5995,10.20.153.167
TXN_0000327,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,142.38,USD,2026-08-10T11:00:00,2026-08-10,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-1028,10.20.30.70
TXN_0000022,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,41.87,USD,2026-08-10T13:20:00,2026-08-10,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6004,10.20.27.51
TXN_0000085,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,117.55,USD,2026-08-10T13:20:00,2026-08-10,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7329,10.20.50.180
TXN_0000148,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,206.89,USD,2026-08-10T13:20:00,2026-08-10,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9964,10.20.226.43
TXN_0000211,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,57.16,USD,2026-08-10T13:20:00,2026-08-10,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7791,10.20.173.81
TXN_0000328,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,209.74,USD,2026-08-11T11:00:00,2026-08-11,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-6623,10.20.4.227
TXN_0000023,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,185.13,USD,2026-08-11T13:20:00,2026-08-11,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3446,10.20.173.219
TXN_0000086,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,148.36,USD,2026-08-11T13:20:00,2026-08-11,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3324,10.20.166.29
TXN_0000149,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,144.56,USD,2026-08-11T13:20:00,2026-08-11,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8444,10.20.137.121
TXN_0000212,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,213.93,USD,2026-08-11T13:20:00,2026-08-11,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7099,10.20.207.100
TXN_0000329,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,205.05,USD,2026-08-12T11:00:00,2026-08-12,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-1438,10.20.225.88
TXN_0000024,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,114.95,USD,2026-08-12T13:20:00,2026-08-12,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7931,10.20.110.52
TXN_0000087,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,165.83,USD,2026-08-12T13:20:00,2026-08-12,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4005,10.20.209.228
TXN_0000150,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,238.66,USD,2026-08-12T13:20:00,2026-08-12,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7986,10.20.238.180
TXN_0000213,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,130.29,USD,2026-08-12T13:20:00,2026-08-12,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8619,10.20.3.21
TXN_0000330,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,174.23,USD,2026-08-13T11:00:00,2026-08-13,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-7164,10.20.76.229
TXN_0000025,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,162.30,USD,2026-08-13T13:20:00,2026-08-13,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7192,10.20.42.213
TXN_0000088,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,120.28,USD,2026-08-13T13:20:00,2026-08-13,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1494,10.20.103.121
TXN_0000151,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,213.44,USD,2026-08-13T13:20:00,2026-08-13,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4893,10.20.237.227
TXN_0000214,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,167.88,USD,2026-08-13T13:20:00,2026-08-13,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1381,10.20.135.251
TXN_0000331,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,129.75,USD,2026-08-14T11:00:00,2026-08-14,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-2502,10.20.158.104
TXN_0000026,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,144.57,USD,2026-08-14T13:20:00,2026-08-14,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2216,10.20.241.195
TXN_0000089,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,110.62,USD,2026-08-14T13:20:00,2026-08-14,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-2812,10.20.255.3
TXN_0000152,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,159.90,USD,2026-08-14T13:20:00,2026-08-14,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9298,10.20.56.16
TXN_0000215,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,220.56,USD,2026-08-14T13:20:00,2026-08-14,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6261,10.20.215.213
TXN_0000332,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,166.02,USD,2026-08-15T11:00:00,2026-08-15,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-5868,10.20.1.49
TXN_0000027,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,68.99,USD,2026-08-15T13:20:00,2026-08-15,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4564,10.20.113.190
TXN_0000090,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,112.99,USD,2026-08-15T13:20:00,2026-08-15,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1625,10.20.89.156
TXN_0000153,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,132.44,USD,2026-08-15T13:20:00,2026-08-15,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3959,10.20.58.146
TXN_0000216,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,18.77,USD,2026-08-15T13:20:00,2026-08-15,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6097,10.20.196.60
TXN_0000333,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,177.05,USD,2026-08-16T11:00:00,2026-08-16,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-9076,10.20.245.189
TXN_0000028,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,82.00,USD,2026-08-16T13:20:00,2026-08-16,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6538,10.20.215.105
TXN_0000091,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,177.89,USD,2026-08-16T13:20:00,2026-08-16,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1886,10.20.172.112
TXN_0000154,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,50.76,USD,2026-08-16T13:20:00,2026-08-16,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1857,10.20.180.124
TXN_0000217,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,57.03,USD,2026-08-16T13:20:00,2026-08-16,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5341,10.20.16.222
TXN_0000334,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,124.79,USD,2026-08-17T11:00:00,2026-08-17,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-1657,10.20.180.85
TXN_0000029,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,187.58,USD,2026-08-17T13:20:00,2026-08-17,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8823,10.20.133.195
TXN_0000092,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,145.45,USD,2026-08-17T13:20:00,2026-08-17,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5960,10.20.247.142
TXN_0000155,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,239.92,USD,2026-08-17T13:20:00,2026-08-17,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7439,10.20.223.131
TXN_0000218,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,77.71,USD,2026-08-17T13:20:00,2026-08-17,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6432,10.20.145.235
TXN_0000335,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,134.25,USD,2026-08-18T11:00:00,2026-08-18,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-7860,10.20.69.18
TXN_0000030,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,112.52,USD,2026-08-18T13:20:00,2026-08-18,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7674,10.20.194.183
TXN_0000093,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,171.50,USD,2026-08-18T13:20:00,2026-08-18,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-7869,10.20.214.18
TXN_0000156,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,91.47,USD,2026-08-18T13:20:00,2026-08-18,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6878,10.20.155.184
TXN_0000219,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,161.47,USD,2026-08-18T13:20:00,2026-08-18,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4660,10.20.73.54
TXN_0000336,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,189.93,USD,2026-08-19T11:00:00,2026-08-19,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-7023,10.20.3.72
TXN_0000031,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,201.96,USD,2026-08-19T13:20:00,2026-08-19,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1224,10.20.148.174
TXN_0000094,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,34.58,USD,2026-08-19T13:20:00,2026-08-19,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1337,10.20.102.253
TXN_0000157,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,160.89,USD,2026-08-19T13:20:00,2026-08-19,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1470,10.20.142.106
TXN_0000220,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,166.18,USD,2026-08-19T13:20:00,2026-08-19,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5334,10.20.207.4
TXN_0000338,ACC_20005,CUST_20005,CREDIT,TRANSFER_IN,INTERNET_BANKING,1450.00,USD,2026-08-20T08:00:00,2026-08-20,POSTED,Salary,,,,,,,IN,IN,N,,BR001,DEV-3755,10.20.207.63
TXN_0000032,ACC_100001,CUST_10001,CREDIT,TRANSFER_IN,INTERNET_BANKING,3250.00,USD,2026-08-20T09:00:00,2026-08-20,POSTED,Monthly salary,,Acme Systems Pvt Ltd,,,,,IN,IN,N,,BR001,DEV-1702,10.20.84.226
TXN_0000095,ACC_100002,CUST_10002,CREDIT,TRANSFER_IN,INTERNET_BANKING,3300.00,USD,2026-08-20T09:00:00,2026-08-20,POSTED,Monthly salary,,Acme Systems Pvt Ltd,,,,,IN,IN,N,,BR001,DEV-4746,10.20.32.62
TXN_0000158,ACC_100003,CUST_10003,CREDIT,TRANSFER_IN,INTERNET_BANKING,3350.00,USD,2026-08-20T09:00:00,2026-08-20,POSTED,Monthly salary,,Acme Systems Pvt Ltd,,,,,IN,IN,N,,BR001,DEV-7469,10.20.167.121
TXN_0000221,ACC_100004,CUST_10004,CREDIT,TRANSFER_IN,INTERNET_BANKING,3400.00,USD,2026-08-20T09:00:00,2026-08-20,POSTED,Monthly salary,,Acme Systems Pvt Ltd,,,,,IN,IN,N,,BR001,DEV-5243,10.20.189.8
TXN_0000337,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,152.52,USD,2026-08-20T11:00:00,2026-08-20,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-6194,10.20.144.241
TXN_0000033,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,23.28,USD,2026-08-20T13:20:00,2026-08-20,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6064,10.20.180.147
TXN_0000096,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,110.76,USD,2026-08-20T13:20:00,2026-08-20,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8608,10.20.86.32
TXN_0000159,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,104.68,USD,2026-08-20T13:20:00,2026-08-20,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-1669,10.20.92.87
TXN_0000222,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,57.72,USD,2026-08-20T13:20:00,2026-08-20,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-9531,10.20.156.130
TXN_0000339,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,167.83,USD,2026-08-21T11:00:00,2026-08-21,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-8058,10.20.65.201
TXN_0000034,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,218.00,USD,2026-08-21T13:20:00,2026-08-21,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8675,10.20.66.211
TXN_0000097,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,99.05,USD,2026-08-21T13:20:00,2026-08-21,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6590,10.20.14.51
TXN_0000160,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,198.53,USD,2026-08-21T13:20:00,2026-08-21,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8524,10.20.41.136
TXN_0000223,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,213.05,USD,2026-08-21T13:20:00,2026-08-21,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8975,10.20.228.155
TXN_0000340,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,131.96,USD,2026-08-22T11:00:00,2026-08-22,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-4392,10.20.145.77
TXN_0000035,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,29.99,USD,2026-08-22T13:20:00,2026-08-22,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-5424,10.20.113.207
TXN_0000098,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,181.04,USD,2026-08-22T13:20:00,2026-08-22,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-3119,10.20.191.112
TXN_0000161,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,147.63,USD,2026-08-22T13:20:00,2026-08-22,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-4299,10.20.236.12
TXN_0000224,ACC_100004,CUST_10004,DEBIT,CARD_PAYMENT,CARD_POS,238.09,USD,2026-08-22T13:20:00,2026-08-22,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8947,10.20.101.242
TXN_0000341,ACC_20005,CUST_20005,DEBIT,CARD_PAYMENT,CARD_POS,132.96,USD,2026-08-23T11:00:00,2026-08-23,POSTED,Everyday spend,,,,,,,IN,IN,N,5812,BR001,DEV-9444,10.20.229.186
TXN_0000036,ACC_100001,CUST_10001,DEBIT,CARD_PAYMENT,CARD_POS,227.21,USD,2026-08-23T13:20:00,2026-08-23,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8040,10.20.34.63
TXN_0000099,ACC_100002,CUST_10002,DEBIT,CARD_PAYMENT,CARD_POS,156.49,USD,2026-08-23T13:20:00,2026-08-23,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-8611,10.20.132.120
TXN_0000162,ACC_100003,CUST_10003,DEBIT,CARD_PAYMENT,CARD_POS,52.76,USD,2026-08-23T13:20:00,2026-08-23,POSTED,Retail purchase,,,,,,,IN,IN,N,5411,BR001,DEV-6386,10.20.9.120
